RestaurantID,Restaurant Name,CountryCode,Country name,City,locality,Cuisines,Currency,USD Rate,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating,year&date,Year,Month,Date,Month Name,Quater,Week of Year,Day Name,Financial Quater,Financial month,year&month,USD (Cost) of avg_cost of two,Indian Rupees (Cost) of avg_cost of two,Count of Restaurant
18198836,Our Story Bistro  Tea Room,1,India,Noida,Sector 18,"Cafe, Italian, Continental, Desserts",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,320,1000,3.9,20-09-2016,2016,9,20,September,QRT-3,39,Tuesday,FQ-2,FM-6,01-09-2016,12,1073.64,
1323,Bon Bon Pastry Shop,1,India,Noida,Sector 18,"Bakery, Desserts, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,213,150,3.1,18-08-2013,2013,8,18,August,QRT-3,34,Sunday,FQ-4,FM-12,01-08-2013,1.8,161.046,
4721,Cheenos,1,India,Noida,Sector 18,"American, Italian",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,521,1500,2.6,22-08-2010,2010,8,22,August,QRT-3,35,Sunday,FQ-4,FM-12,01-08-2010,18,1610.46,
18261722,Gola Sizzlers,1,India,Noida,Sector 18,"Chinese, North Indian, Mughlai, Continental",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,198,1600,3.3,06-08-2018,2018,8,6,August,QRT-3,32,Monday,FQ-4,FM-12,01-08-2018,19.2,1717.824,
310694,The Fizz,1,India,Noida,Sector 18,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,80,1400,3.2,20-08-2018,2018,8,20,August,QRT-3,34,Monday,FQ-4,FM-12,01-08-2018,16.8,1503.096,
300180,LIT Ultrabar,1,India,Noida,Sector 18,"Continental, American, North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,425,1550,3.6,04-08-2017,2017,8,4,August,QRT-3,31,Friday,FQ-4,FM-12,01-08-2017,18.6,1664.142,
591,Nathus Sweets,1,India,Noida,Sector 18,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,211,600,2.5,03-07-2018,2018,7,3,July,QRT-3,27,Tuesday,FQ-2,FM-4,01-07-2018,7.2,644.184,
5678,PS Wah Bhai Wah,1,India,Noida,Sector 18,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,89,700,2.6,16-07-2016,2016,7,16,July,QRT-3,29,Saturday,FQ-2,FM-4,01-07-2016,8.4,751.548,
4160,Xiian,1,India,Noida,Sector 18,"Italian, Continental, North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,286,1400,3.4,02-07-2015,2015,7,2,July,QRT-3,27,Thursday,FQ-2,FM-4,01-07-2015,16.8,1503.096,
1701,Baby Dragon Bar  Restaurant,1,India,Noida,Sector 18,"North Indian, Continental, Thai, Chinese",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,326,1350,3.5,18-07-2010,2010,7,18,July,QRT-3,30,Sunday,FQ-2,FM-4,01-07-2010,16.2,1449.414,
18272377,Imly,1,India,Noida,Sector 18,"Street Food, Continental, South Indian, North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,2,204,600,3.9,14-07-2014,2014,7,14,July,QRT-3,29,Monday,FQ-2,FM-4,01-07-2014,7.2,644.184,
1702,Nazeer Foods,1,India,Noida,Sector 18,"Mughlai, North Indian",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,703,600,3.6,15-07-2015,2015,7,15,July,QRT-3,29,Wednesday,FQ-2,FM-4,01-07-2015,7.2,644.184,
311338,Chawlas 2,1,India,Noida,Sector 18,"North Indian, Mughlai, Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,81,700,2.2,07-07-2016,2016,7,7,July,QRT-3,28,Thursday,FQ-2,FM-4,01-07-2016,8.4,751.548,
7956,Mad Over Donuts,1,India,Noida,Sector 18,Desserts,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,235,450,4.2,17-07-2014,2014,7,17,July,QRT-3,29,Thursday,FQ-2,FM-4,01-07-2014,5.4,483.138,
18336495,Dhaba at Atta,1,India,Noida,Sector 18,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,3,477,1000,3.8,07-06-2018,2018,6,7,June,QRT-2,23,Thursday,FQ-1,FM-3,01-06-2018,12,1073.64,
18228862,DND,1,India,Noida,Sector 18,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,196,350,3.5,23-06-2018,2018,6,23,June,QRT-2,25,Saturday,FQ-1,FM-3,01-06-2018,4.2,375.774,
7945,Donalds Pastry Shop,1,India,Noida,Sector 18,Bakery,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,402,300,3.8,18-06-2017,2017,6,18,June,QRT-2,25,Sunday,FQ-1,FM-3,01-06-2017,3.6,322.092,
450,Swagath,1,India,Noida,Sector 18,"North Indian, Chinese, South Indian, Seafood, Chettinad",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,415,1500,3.6,01-06-2017,2017,6,1,June,QRT-2,22,Thursday,FQ-1,FM-3,01-06-2017,18,1610.46,
311649,The Yellow Chilli,1,India,Noida,Sector 18,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,222,1600,3.7,02-06-2017,2017,6,2,June,QRT-2,22,Friday,FQ-1,FM-3,01-06-2017,19.2,1717.824,
18221038,Parallel,1,India,New Delhi,Khan Market,"Continental, American",Indian Rupees(Rs.),0.012,Yes,No,No,No,4,79,2000,4,26-10-2016,2016,10,26,October,QRT-4,44,Wednesday,FQ-3,FM-7,01-10-2016,24,2147.28,
18252573,The Kitchen,1,India,Noida,Sector 18,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,47,350,3.2,25-05-2011,2011,5,25,May,QRT-2,22,Wednesday,FQ-1,FM-2,01-05-2011,4.2,375.774,
3796,Deez Biryani  Kebabs,1,India,Noida,Sector 18,"Biryani, North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,430,650,3.5,26-05-2017,2017,5,26,May,QRT-2,21,Friday,FQ-1,FM-2,01-05-2017,7.8,697.866,
18380141,Hurrys Paratha,1,India,Noida,Sector 18,"Pizza, North Indian",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,47,200,3.5,06-05-2017,2017,5,6,May,QRT-2,18,Saturday,FQ-1,FM-2,01-05-2017,2.4,214.728,
309111,Paddys Cafe,1,India,Noida,Sector 18,Cafe,Indian Rupees(Rs.),0.012,Yes,Yes,No,No,2,302,800,3.7,23-05-2011,2011,5,23,May,QRT-2,22,Monday,FQ-1,FM-2,01-05-2011,9.6,858.912,
303753,Elmas Brasserie,1,India,New Delhi,Lodhi Colony,"American, Continental, Italian, Bakery",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,4,393,2000,3.7,18-10-2016,2016,10,18,October,QRT-4,43,Tuesday,FQ-3,FM-7,01-10-2016,24,2147.28,
2336,Top Breads,1,India,Noida,Sector 18,"Bakery, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,420,200,3.5,19-05-2017,2017,5,19,May,QRT-2,20,Friday,FQ-1,FM-2,01-05-2017,2.4,214.728,
18292482,Sbarro,1,India,Noida,Sector 18,"Pizza, Italian",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,97,600,3.3,02-04-2018,2018,4,2,April,QRT-2,14,Monday,FQ-4,FM-12,01-04-2018,7.2,644.184,
18208904,Baker Street,1,India,Noida,Sector 18,"Bakery, Beverages, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,40,300,3.6,17-04-2011,2011,4,17,April,QRT-2,17,Sunday,FQ-4,FM-12,01-04-2011,3.6,322.092,
18216913,Bikkgane Biryani,1,India,Noida,Sector 18,"Biryani, North Indian, Hyderabadi",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,2,612,800,3.8,19-04-2011,2011,4,19,April,QRT-2,17,Tuesday,FQ-4,FM-12,01-04-2011,9.6,858.912,
461,Karims,1,India,Noida,Sector 18,"Mughlai, North Indian",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,446,1200,3.3,02-03-2013,2013,3,2,March,QRT-1,9,Saturday,FQ-4,FM-12,01-03-2013,14.4,1288.368,
18446481,Swag  Swad,1,India,Noida,Sector 18,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,19,600,3.4,12-03-2014,2014,3,12,March,QRT-1,11,Wednesday,FQ-4,FM-12,01-03-2014,7.2,644.184,
307566,Bikanervala,1,India,Noida,Sector 18,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,331,550,3.7,05-03-2016,2016,3,5,March,QRT-1,10,Saturday,FQ-4,FM-12,01-03-2016,6.6,590.502,
490,Desi Vibes,1,India,Noida,Sector 18,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,3,2019,1400,3.8,15-03-2011,2011,3,15,March,QRT-1,12,Tuesday,FQ-4,FM-12,01-03-2011,16.8,1503.096,
384,Dominos Pizza,1,India,Noida,Sector 18,"Pizza, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,2,547,700,3.6,13-03-2014,2014,3,13,March,QRT-1,11,Thursday,FQ-4,FM-12,01-03-2014,8.4,751.548,
300952,The Tandoori Village,1,India,Noida,Sector 18,"North Indian, Mughlai, Italian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,247,1500,3.5,09-03-2010,2010,3,9,March,QRT-1,11,Tuesday,FQ-4,FM-12,01-03-2010,18,1610.46,
307555,Public Cafe,1,India,Noida,Sector 18,"Fast Food, Beverages",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,74,450,2.1,11-03-2010,2010,3,11,March,QRT-1,11,Thursday,FQ-4,FM-12,01-03-2010,5.4,483.138,
300953,Chandni Chowk Ke Mashhoor Paranthe,1,India,Noida,Sector 18,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,30,100,2.8,28-02-2013,2013,2,28,February,QRT-1,9,Thursday,FQ-4,FM-11,01-02-2013,1.2,107.364,
1735,BSGulatis Punjabi Swad,1,India,Noida,Sector 18,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,357,700,2.5,23-01-2013,2013,1,23,January,QRT-1,4,Wednesday,FQ-4,FM-10,01-01-2013,8.4,751.548,
7913,Nizams Kathi Kabab,1,India,Noida,Sector 18,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,139,900,3,14-01-2011,2011,1,14,January,QRT-1,3,Friday,FQ-4,FM-10,01-01-2011,10.8,966.276,
5854,Vinnys Restro Bar,1,India,Noida,Sector 18,"North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,37,1300,3.2,24-01-2013,2013,1,24,January,QRT-1,4,Thursday,FQ-4,FM-10,01-01-2013,15.6,1395.732,
594,Cafe Coffee Day,1,India,Noida,Sector 18,Cafe,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,125,450,3.6,13-01-2018,2018,1,13,January,QRT-1,2,Saturday,FQ-4,FM-10,01-01-2018,5.4,483.138,
18228855,Fit Bites,1,India,Noida,Sector 18,Healthy Food,Indian Rupees(Rs.),0.012,No,Yes,No,No,2,154,800,3.8,02-01-2015,2015,1,2,January,QRT-1,1,Friday,FQ-4,FM-10,01-01-2015,9.6,858.912,
7784,Mainland China,1,India,Noida,Sector 18,Chinese,Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,743,1800,3.7,15-01-2010,2010,1,15,January,QRT-1,3,Friday,FQ-4,FM-10,01-01-2010,21.6,1932.552,
6174,Gulnar  Hotel Janpath,1,India,New Delhi,Janpath,"North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,4,40,2000,3.2,14-10-2018,2018,10,14,October,QRT-4,42,Sunday,FQ-3,FM-7,01-10-2018,24,2147.28,
5446,Linx  Premier Inn,1,India,New Delhi,Premier Inn Shalimar Bagh,"North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,4,32,2000,3,20-10-2018,2018,10,20,October,QRT-4,42,Saturday,FQ-3,FM-7,01-10-2018,24,2147.28,
18371433,Nawabi Mughlai Zaika,1,India,Noida,Sector 18,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,19,600,3.3,15-12-2010,2010,12,15,December,QRT-4,51,Wednesday,FQ-4,FM-12,01-12-2010,7.2,644.184,
18349895,Walk In The Woods,1,India,Noida,Sector 18,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,203,1400,3,14-12-2018,2018,12,14,December,QRT-4,50,Friday,FQ-4,FM-12,01-12-2018,16.8,1503.096,
310417,Angels in my Kitchen,1,India,Noida,Sector 18,"Bakery, Desserts, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,205,350,3.9,01-12-2018,2018,12,1,December,QRT-4,48,Saturday,FQ-4,FM-12,01-12-2018,4.2,375.774,
18434638,Sadda Adda,1,India,Noida,Sector 18,"Fast Food, Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,22,300,3.5,11-12-2011,2011,12,11,December,QRT-4,51,Sunday,FQ-4,FM-12,01-12-2011,3.6,322.092,
18237334,The Patiala Kkitchen,1,India,Noida,Sector 18,North Indian,Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,332,1600,3.6,01-12-2017,2017,12,1,December,QRT-4,48,Friday,FQ-4,FM-12,01-12-2017,19.2,1717.824,
310609,Himalaya,1,India,Noida,Sector 18,North Indian,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,31,450,2.3,12-12-2010,2010,12,12,December,QRT-4,51,Sunday,FQ-4,FM-12,01-12-2010,5.4,483.138,
304612,RollsKing,1,India,Noida,Sector 18,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,1055,300,4,16-12-2015,2015,12,16,December,QRT-4,51,Wednesday,FQ-4,FM-12,01-12-2015,3.6,322.092,
5677,Cafe18,1,India,Noida,Sector 18,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,103,250,2.5,18-11-2011,2011,11,18,November,QRT-4,47,Friday,FQ-3,FM-8,01-11-2011,3,268.41,
18287364,Nite Bites,1,India,Noida,Sector 18,"North Indian, Chinese, Continental",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,68,650,3.4,25-11-2015,2015,11,25,November,QRT-4,48,Wednesday,FQ-3,FM-8,01-11-2015,7.8,697.866,
303269,Twenty Four Seven,1,India,Noida,Sector 18,"Fast Food, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,45,300,3.4,25-11-2017,2017,11,25,November,QRT-4,47,Saturday,FQ-3,FM-8,01-11-2017,3.6,322.092,
301005,Bikanervala Bliss,1,India,Noida,Sector 18,"North Indian, Fast Food, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,3,235,1200,3.6,15-11-2012,2012,11,15,November,QRT-4,46,Thursday,FQ-3,FM-8,01-11-2012,14.4,1288.368,
1698,Anchor Bar  Kitchen,1,India,Noida,Sector 18,"North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,106,1300,2.5,04-10-2010,2010,10,4,October,QRT-4,41,Monday,FQ-3,FM-7,01-10-2010,15.6,1395.732,
9252,Basil Tree,1,India,Noida,Sector 18,"Italian, North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,431,1200,3.4,07-10-2011,2011,10,7,October,QRT-4,41,Friday,FQ-3,FM-7,01-10-2011,14.4,1288.368,
18180086,NSD Resto Bar  Kitchen,1,India,Noida,Sector 18,"North Indian, Chinese, Continental",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,19,1000,2.6,06-10-2015,2015,10,6,October,QRT-4,41,Tuesday,FQ-3,FM-7,01-10-2015,12,1073.64,
301514,Zest Bar and Lounge,1,India,Noida,Sector 18,"Finger Food, North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,223,1000,3.4,26-10-2014,2014,10,26,October,QRT-4,44,Sunday,FQ-3,FM-7,01-10-2014,12,1073.64,
310399,Burbees Cafe,1,India,Noida,Sector 18,"American, Italian, Chinese, North Indian, Cafe",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,2,833,900,3.7,21-10-2011,2011,10,21,October,QRT-4,43,Friday,FQ-3,FM-7,01-10-2011,10.8,966.276,
18273566,WataBurger,1,India,Noida,Sector 18,Fast Food,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,324,350,3.6,28-10-2010,2010,10,28,October,QRT-4,44,Thursday,FQ-3,FM-7,01-10-2010,4.2,375.774,
18289257,Hungry Minister,1,India,Noida,Sector 18,"Continental, Mexican, Fast Food, Chinese",Indian Rupees(Rs.),0.012,No,Yes,Yes,No,1,147,400,3.5,27-08-2010,2010,8,27,August,QRT-3,35,Friday,FQ-4,FM-12,01-08-2010,4.8,429.456,
18381230,Hungry Minister,1,India,Noida,Sector 41,"Continental, Mexican, Fast Food, Chinese",Indian Rupees(Rs.),0.012,No,Yes,Yes,No,1,29,400,3.5,26-12-2010,2010,12,26,December,QRT-4,53,Sunday,FQ-4,FM-12,01-12-2010,4.8,429.456,
18254530,Wendys,1,India,Noida,DLF Mall of India Sector 18  Noida,"Burger, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,518,400,3.7,04-09-2018,2018,9,4,September,QRT-3,36,Tuesday,FQ-2,FM-6,01-09-2018,4.8,429.456,
18431970,Sikandrabadi Biryani,1,India,Noida,Jaipuria Plaza Sector 26 Noida,"Biryani, North Indian",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,29,400,3.4,27-09-2012,2012,9,27,September,QRT-3,39,Thursday,FQ-2,FM-6,01-09-2012,4.8,429.456,
2334,Debon,1,India,Noida,Sector 28,"Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,85,400,3.5,28-09-2016,2016,9,28,September,QRT-3,40,Wednesday,FQ-2,FM-6,01-09-2016,4.8,429.456,
18472655,The Black Box,1,India,Noida,Sector 37,"North Indian, Continental",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,6,400,3.1,03-09-2017,2017,9,3,September,QRT-3,36,Sunday,FQ-2,FM-6,01-09-2017,4.8,429.456,
18303845,Green Restaurant,1,India,Noida,Sector 37,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,47,400,3.6,04-09-2015,2015,9,4,September,QRT-3,36,Friday,FQ-2,FM-6,01-09-2015,4.8,429.456,
18438249,Shanghai Dreams,1,India,Noida,Sector 39,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,4,400,3,28-09-2012,2012,9,28,September,QRT-3,39,Friday,FQ-2,FM-6,01-09-2012,4.8,429.456,
18398614,Ammis Kitchen,1,India,Noida,Sector 44,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,3,400,1,09-09-2011,2011,9,9,September,QRT-3,37,Friday,FQ-2,FM-6,01-09-2011,4.8,429.456,
18215963,Yes Bosz Food Plaza,1,India,Noida,Sector 58,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,15,400,2.7,14-09-2017,2017,9,14,September,QRT-3,37,Thursday,FQ-2,FM-6,01-09-2017,4.8,429.456,
18308083,Ginnis Oven,1,India,Noida,Sector 8,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,9,400,3.2,04-09-2013,2013,9,4,September,QRT-3,36,Wednesday,FQ-2,FM-6,01-09-2013,4.8,429.456,
18272367,RollsKing,1,India,Noida,DLF Mall of India Sector 18  Noida,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,232,400,3.9,20-08-2017,2017,8,20,August,QRT-3,34,Sunday,FQ-4,FM-12,01-08-2017,4.8,429.456,
18435286,Wraps Cafe,1,India,Noida,Sector 11,"Fast Food, North Indian",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,2,400,1,02-08-2016,2016,8,2,August,QRT-3,32,Tuesday,FQ-4,FM-12,01-08-2016,4.8,429.456,
18243997,Alleys Urbane Cafe,1,India,Noida,Sector 110,"Cafe, Italian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,33,400,3.2,11-08-2015,2015,8,11,August,QRT-3,33,Tuesday,FQ-4,FM-12,01-08-2015,4.8,429.456,
18292443,SnacksWalecom,1,India,Noida,Sector 132,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,8,400,2.8,13-08-2015,2015,8,13,August,QRT-3,33,Thursday,FQ-4,FM-12,01-08-2015,4.8,429.456,
18388032,Fall Food for All,1,India,Noida,Sector 40,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,24,400,3.4,22-08-2018,2018,8,22,August,QRT-3,34,Wednesday,FQ-4,FM-12,01-08-2018,4.8,429.456,
18381249,Breaktym,1,India,Noida,Sector 132,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,6,400,2.5,27-07-2016,2016,7,27,July,QRT-3,31,Wednesday,FQ-2,FM-4,01-07-2016,4.8,429.456,
312175,Food Bell,1,India,Noida,Sector 15,"North Indian, South Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,6,400,2.8,02-07-2017,2017,7,2,July,QRT-3,27,Sunday,FQ-2,FM-4,01-07-2017,4.8,429.456,
309519,Owlcity,1,India,Noida,Sector 19,Fast Food,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,165,400,3.6,11-07-2010,2010,7,11,July,QRT-3,29,Sunday,FQ-2,FM-4,01-07-2010,4.8,429.456,
18472688,R Cafe,1,India,Noida,Sector 20,South Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,5,400,3,18-07-2014,2014,7,18,July,QRT-3,29,Friday,FQ-2,FM-4,01-07-2014,4.8,429.456,
18438321,Moonlight Cafe,1,India,Noida,Sector 37,"Continental, Fast Food, Italian",Indian Rupees(Rs.),0.012,No,No,No,No,1,3,400,1,04-07-2015,2015,7,4,July,QRT-3,27,Saturday,FQ-2,FM-4,01-07-2015,4.8,429.456,
5681,China Hot,1,India,Noida,Sector 41,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,22,400,2.9,12-07-2016,2016,7,12,July,QRT-3,29,Tuesday,FQ-2,FM-4,01-07-2016,4.8,429.456,
312313,Adhikari Fast Food Corner,1,India,Noida,Sector 48,"Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,5,400,2.8,09-07-2010,2010,7,9,July,QRT-3,28,Friday,FQ-2,FM-4,01-07-2010,4.8,429.456,
18378765,Fresh and Fit Ghar Ka Khana,1,India,Noida,Sector 50,"North Indian, Healthy Food, Rajasthani",Indian Rupees(Rs.),0.012,No,No,No,No,1,10,400,3.1,02-07-2010,2010,7,2,July,QRT-3,27,Friday,FQ-2,FM-4,01-07-2010,4.8,429.456,
18423860,Boxmeal,1,India,Noida,Sector 62,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,4,400,3,05-07-2018,2018,7,5,July,QRT-3,27,Thursday,FQ-2,FM-4,01-07-2018,4.8,429.456,
18439541,Bikaners,1,India,Noida,Sector 72,"Mithai, North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,4,400,2.9,19-07-2018,2018,7,19,July,QRT-3,29,Thursday,FQ-2,FM-4,01-07-2018,4.8,429.456,
18233616,Chaayos,1,India,Noida,DLF Mall of India Sector 18  Noida,"Cafe, Tea",Indian Rupees(Rs.),0.012,No,No,No,No,1,124,400,3.9,14-06-2010,2010,6,14,June,QRT-2,25,Monday,FQ-1,FM-3,01-06-2010,4.8,429.456,
18378014,Mera Vala Dabba,1,India,Noida,Sector 110,North Indian,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,18,400,3.6,14-06-2012,2012,6,14,June,QRT-2,24,Thursday,FQ-1,FM-3,01-06-2012,4.8,429.456,
8017,Republic of Chicken,1,India,Noida,Sector 25,"Raw Meats, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,37,400,3,04-06-2016,2016,6,4,June,QRT-2,23,Saturday,FQ-1,FM-3,01-06-2016,4.8,429.456,
18383549,Keventers,1,India,Noida,Sector 41,Beverages,Indian Rupees(Rs.),0.012,No,No,No,No,1,2,400,1,21-06-2013,2013,6,21,June,QRT-2,25,Friday,FQ-1,FM-3,01-06-2013,4.8,429.456,
313305,Floating Cakes,1,India,Noida,Sector 62,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,12,400,2.8,14-06-2016,2016,6,14,June,QRT-2,25,Tuesday,FQ-1,FM-3,01-06-2016,4.8,429.456,
18380262,BunkYard Cafe,1,India,Noida,Sector 62,"Fast Food, Beverages",Indian Rupees(Rs.),0.012,No,No,No,No,1,33,400,3.5,12-06-2018,2018,6,12,June,QRT-2,24,Tuesday,FQ-1,FM-3,01-06-2018,4.8,429.456,
18273632,Mr Sub,1,India,Noida,Logix City Centre Sector 32 Noida,Fast Food,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,27,400,2.3,20-05-2014,2014,5,20,May,QRT-2,21,Tuesday,FQ-1,FM-2,01-05-2014,4.8,429.456,
18254400,The Anna,1,India,Noida,MSX Mall Greater Noida,"Chinese, South Indian, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,19,400,2.8,14-05-2018,2018,5,14,May,QRT-2,20,Monday,FQ-1,FM-2,01-05-2018,4.8,429.456,
18034079,Tpot,1,India,Noida,Sector 125,Cafe,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,20,400,3.6,28-05-2016,2016,5,28,May,QRT-2,22,Saturday,FQ-1,FM-2,01-05-2016,4.8,429.456,
18265723,China Hot Pot,1,India,Noida,Sector 27,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,6,400,3,25-05-2012,2012,5,25,May,QRT-2,21,Friday,FQ-1,FM-2,01-05-2012,4.8,429.456,
18345747,Thee Pot,1,India,Noida,Sector 37,"Cafe, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,80,400,3.7,10-05-2016,2016,5,10,May,QRT-2,20,Tuesday,FQ-1,FM-2,01-05-2016,4.8,429.456,
310770,Southern Santushti Cafe,1,India,Noida,Sector 62,South Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,2,400,1,01-05-2017,2017,5,1,May,QRT-2,18,Monday,FQ-1,FM-2,01-05-2017,4.8,429.456,
18383503,Bikaners,1,India,Noida,Sector 72,"Mithai, North Indian",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,11,400,2.4,22-05-2017,2017,5,22,May,QRT-2,21,Monday,FQ-1,FM-2,01-05-2017,4.8,429.456,
18233617,Chaayos,1,India,Noida,The Great India Place Sector 38,"Cafe, Tea",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,67,400,3.4,18-05-2014,2014,5,18,May,QRT-2,21,Sunday,FQ-1,FM-2,01-05-2014,4.8,429.456,
18233620,Chaayos,1,India,Noida,Gardens Galleria Sector 38 Noida,"Cafe, Tea",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,46,400,3.6,17-04-2010,2010,4,17,April,QRT-2,16,Saturday,FQ-4,FM-12,01-04-2010,4.8,429.456,
